faithfulness_result
"[{'claim': 'The answer concerns an unrelated topic and says that market positioning is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9989917874336243, 'neutral': 0.0007802279433235526, 'entailment': 0.00022798424470238388}}]"
"[{'claim': 'The answer concerns an unrelated topic and says that market positioning is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9987686276435852, 'neutral': 0.000930259411688894, 'entailment': 0.00030111713567748666}}]"
"[{'claim': 'The key point is that cancellation policy guidance is linked to deadline number 8, and the passage also mentions a best practice.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.8507101535797119, 'neutral': 0.1475091129541397, 'contradiction': 0.0017807490658015013}}]"
"[{'claim': 'The key point is that conversion rate overview is linked to guideline number 4, and the passage also mentions a best practice.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.6556811332702637, 'neutral': 0.3408234119415283, 'contradiction': 0.0034954706206917763}}]"
"[{'claim': 'The key point is that linear algebra overview is linked to comparison number 9, and the passage also mentions a priority order.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.8380177617073059, 'neutral': 0.15855515003204346, 'contradiction': 0.0034270496107637882}}]"
"[{'claim': 'The key point is that influenza is linked to decrease number 6, but the supporting reference points to another passage.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.6109556555747986, 'neutral': 0.38032880425453186, 'contradiction': 0.008715545758605003}}]"
"[{'claim': 'Since force and motion mentions a estimated cost, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9464631676673889, 'contradiction': 0.04908929765224457, 'entailment': 0.004447492305189371}}]"
"[{'claim': 'The key point is that cancellation policy is linked to guideline number 13.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.8056397438049316, 'entailment': 0.1776716113090515, 'contradiction': 0.016688678413629532}}]"
"[{'claim': 'The answer concerns an unrelated topic and says that market positioning is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.999021053314209, 'neutral': 0.0009028204367496073, 'entailment': 7.611247565364465e-05}}]"
"[{'claim': 'The key point is that rail schedules overview is linked to warning sign number 4, and the passage also mentions a best practice.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.6915136575698853, 'neutral': 0.3042678236961365, 'contradiction': 0.004218531772494316}}]"
"[{'claim': 'The key point is that mauryan empire is not linked to threshold number 15; instead, it is linked to the opposite outcome.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9976849555969238, 'neutral': 0.001291365479119122, 'entailment': 0.0010236205998808146}}]"
"[{'claim': 'The key point is that portion control is linked to causal factor number 7, and the passage also mentions a risk factor.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.7455055117607117, 'neutral': 0.2487981766462326, 'contradiction': 0.00569630041718483}}]"
"[{'claim': 'The key point is that latency is linked to increase number 3, and it also causes a completely unsupported major issue.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9272279143333435, 'contradiction': 0.0717853382229805, 'entailment': 0.0009867921471595764}}]"
"[{'claim': 'The key point is that data retention is not linked to threshold number 11; instead, it is linked to the opposite outcome.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.999211311340332, 'neutral': 0.0005110141355544329, 'entailment': 0.0002776907931547612}}]"
"[{'claim': 'The key point is that world war II guidance is linked to causal factor number 13, and it also causes a completely unsupported major issue.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9070547223091125, 'contradiction': 0.09217262268066406, 'entailment': 0.0007727259071543813}}]"
"[{'claim': 'The key point is that world war II is linked to causal factor number 10, and it also causes a completely unsupported major issue.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.8383774161338806, 'contradiction': 0.16058582067489624, 'entailment': 0.0010367872891947627}}]"
"[{'claim': 'Since daily spending mentions a estimated cost, the model concludes an unrelated extra result that does not follow.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9829776287078857, 'neutral': 0.014943643473088741, 'entailment': 0.00207878858782351}}]"
"[{'claim': 'The key point is that recovery is linked to increase number 12, but the supporting reference points to another passage.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.5964276194572449, 'neutral': 0.388126015663147, 'contradiction': 0.015446385368704796}}]"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"[{'claim': 'Since type 2 diabetes overview mentions a verification step, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9032304883003235, 'contradiction': 0.07212932407855988, 'entailment': 0.024640100076794624}}]"
"[{'claim': 'The key point is that record keeping is linked to threshold number 17.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.7215626835823059, 'entailment': 0.2407212257385254, 'contradiction': 0.037716034799814224}}]"
"[{'claim': 'The answer concerns an unrelated topic and says that conversion rate is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.999606192111969, 'neutral': 0.0002934466174338013, 'entailment': 0.00010033719445345923}}]"
"[{'claim': 'Since habitat loss workflow mentions a priority order, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9708055257797241, 'contradiction': 0.023441994562745094, 'entailment': 0.005752511788159609}}]"
"[{'claim': 'The key point is that photosynthesis is linked to decrease number 9, and it also causes a completely unsupported major issue.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.926276445388794, 'contradiction': 0.07280556857585907, 'entailment': 0.0009178780601359904}}]"
"[{'claim': 'The key point is that overfitting is not linked to guideline number 7; instead, it is linked to the opposite outcome.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9972925782203674, 'neutral': 0.00230138236656785, 'entailment': 0.00040599619387649}}]"
"[{'claim': 'The answer concerns an unrelated topic and says that migraine is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9994117021560669, 'neutral': 0.0003777268866542727, 'entailment': 0.00021067220950499177}}]"
"[{'claim': 'The key point is that password hashing is not linked to deadline number 8; instead, it is linked to the opposite outcome.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9995219707489014, 'neutral': 0.00025980346254073083, 'entailment': 0.00021832354832440615}}]"
"[{'claim': 'The key point is that anemia guidance is linked to recommended action number 5.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.7300375699996948, 'entailment': 0.22699356079101562, 'contradiction': 0.042968861758708954}}]"
"[{'claim': 'The key point is that cancellation policy is linked to causal factor number 2, but the supporting reference points to another passage.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.5691482424736023, 'entailment': 0.4233902096748352, 'contradiction': 0.007461518049240112}}]"
"[{'claim': 'Since linear algebra mentions a best practice, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9550328850746155, 'contradiction': 0.0374920554459095, 'entailment': 0.007475079037249088}}]"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"[{'claim': 'The answer concerns an unrelated topic and says that API rate limiting benchmark is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9981789588928223, 'neutral': 0.0014814343303442001, 'entailment': 0.00033955610706470907}}]"
"[{'claim': 'The answer concerns an unrelated topic and says that climate patterns policy is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9992488026618958, 'neutral': 0.0006068309303373098, 'entailment': 0.0001443596847821027}}]"
"[{'claim': 'The answer concerns an unrelated topic and says that set pieces is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9992384910583496, 'neutral': 0.0005465993308462203, 'entailment': 0.00021487902267836034}}]"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"[{'claim': 'Since daily spending workflow mentions a follow-up action, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.5472267866134644, 'contradiction': 0.4365658760070801, 'entailment': 0.016207292675971985}}]"
"[{'claim': 'Since photosynthesis mentions a estimated cost, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.7631579041481018, 'contradiction': 0.22630882263183594, 'entailment': 0.010533205233514309}}]"
"[{'claim': 'The answer concerns an unrelated topic and says that termination overview is mostly about a different domain.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9983102083206177, 'neutral': 0.001536081312224269, 'entailment': 0.00015380358672700822}}]"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"[{'claim': 'Since monthly expenses policy mentions a required step, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9756737947463989, 'contradiction': 0.018681561574339867, 'entailment': 0.00564465532079339}}]"
"[{'claim': 'The key point is that anemia guidance is linked to comparison number 3, and it also causes a completely unsupported major issue.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.8250794410705566, 'contradiction': 0.1741430163383484, 'entailment': 0.000777495326474309}}]"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"[{'claim': 'Since record keeping mentions a verification step, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.923812747001648, 'contradiction': 0.049687113612890244, 'entailment': 0.026500139385461807}}]"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"[{'claim': 'The key point is that civil rights policy is linked to threshold number 8, and the passage also mentions a best practice.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.7084137201309204, 'neutral': 0.28782129287719727, 'contradiction': 0.0037650091107934713}}]"
"[{'claim': 'The key point is that trade routes is linked to guideline number 4, and the passage also mentions a risk factor.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.8773370981216431, 'neutral': 0.11733049899339676, 'contradiction': 0.005332433618605137}}]"
"[{'claim': 'The key point is that feature prioritization benchmark is not linked to comparison number 16; instead, it is linked to the opposite outcome.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9995489716529846, 'neutral': 0.00024168619711417705, 'entailment': 0.00020930463506374508}}]"
"[{'claim': 'The key point is that emergency fund benchmark is not linked to guideline number 8; instead, it is linked to the opposite outcome.', 'label': 'CONTRADICTED', 'scores': {'contradiction': 0.9993389248847961, 'entailment': 0.0003384051669854671, 'neutral': 0.00032265574554912746}}]"
"[{'claim': 'The key point is that habitat loss is linked to decrease number 13, and the passage also mentions a priority order.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.9455417394638062, 'neutral': 0.05385548993945122, 'contradiction': 0.0006028056959621608}}]"
"[{'claim': 'The key point is that note taking is linked to procedure number 9.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.8156852126121521, 'entailment': 0.1312323808670044, 'contradiction': 0.05308240279555321}}]"
"[{'claim': 'The key point is that fiber is linked to deadline number 1, and the passage also mentions a estimated cost.', 'label': 'SUPPORTED', 'scores': {'entailment': 0.8028066158294678, 'neutral': 0.19538885354995728, 'contradiction': 0.0018045204924419522}}]"
"[{'claim': 'The key point is that inventory turnover overview is linked to deadline number 13, and it also causes a completely unsupported major issue.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9803590774536133, 'contradiction': 0.01931733451783657, 'entailment': 0.00032364606158807874}}]"
"{'faithfulness_label': 'UNCERTAINTY', 'claims': []}"
"[{'claim': 'Since final revision mentions a weekly review, the model concludes an unrelated extra result that does not follow.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.9845245480537415, 'contradiction': 0.012858254835009575, 'entailment': 0.0026172774378210306}}]"
"[{'claim': 'The key point is that API rate limiting is linked to threshold number 15, but the supporting reference points to another passage.', 'label': 'UNSUPPORTED', 'scores': {'neutral': 0.8514116406440735, 'entailment': 0.12191028892993927, 'contradiction': 0.0266780536621809}}]"
